ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
224	"ENSG00000093009.9"	"CDC45"	chr22	+	19479737	19480217	19479737	19480019	19480157	19480217	224	4,3	148,191	23,18	120,124	213	75	8.22947909818e-09	2.41549792718e-08	0.009,0.006	0.063,0.049	-0.049
225	"ENSG00000100982.11"	"PCIF1"	chr20	+	45947262	45948023	45947262	45947438	45947523	45948023	225	2,19	43,55	18,0	10,33	160	75	0.633860244133	0.769224650161	0.021,0.139	0.458,0.0	-0.149
231	"ENSG00000197694.15"	"SPTAN1"	chr9	+	128598962	128600115	128598962	128598986	128600079	128600115	231	28,24	92,108	95,115	61,38	1168	75	0	0.0	0.019,0.014	0.091,0.163	-0.111
232	"ENSG00000187630.15"	"DHRS4L2"	chr14	+	24000862	24001084	24000862	24000933	24001032	24001084	232	7,20	1,2	32,15	0,12	174	75	0.804320165614	0.941237519788	0.751,0.812	1.0,0.35	0.107
236	"ENSG00000198276.15"	"UCKL1"	chr20	-	63940949	63941208	63940949	63941043	63941109	63941208	236	3,0	15,21	43,21	32,0	141	75	2.96326502225e-07	7.60064049514e-07	0.096,0.0	0.417,1.0	-0.66
237	"ENSG00000198276.15"	"UCKL1"	chr20	-	63945804	63946267	63945804	63945975	63946160	63946267	237	15,3	23,50	118,110	53,20	260	75	4.24100754515e-11	1.460695905e-10	0.158,0.017	0.391,0.613	-0.414
238	"ENSG00000234456.7"	"MAGI2-AS3"	chr7	+	79458846	79459640	79458846	79458999	79459535	79459640	238	8,0	28,18	44,87	14,16	611	75	1.11022302463e-16	5.55275020861e-16	0.034,0.0	0.278,0.4	-0.322
240	"ENSG00000130713.15"	"EXOSC2"	chr9	+	130697581	130698251	130697581	130697627	130698161	130698251	240	11,7	120,137	275,172	119,89	609	75	0	0.0	0.011,0.006	0.222,0.192	-0.199
241	"ENSG00000139044.10"	"B4GALNT3"	chr12	+	552466	553983	552466	552528	553190	553983	241	46,24	17,21	130,143	4,11	737	75	3.48673179218e-09	1.0450963077e-08	0.216,0.104	0.768,0.57	-0.509
242	"ENSG00000139044.10"	"B4GALNT3"	chr12	+	552466	553983	552466	552528	553193	553983	242	48,24	7,11	130,143	0,0	740	75	6.93889390391e-14	2.9678191055e-13	0.41,0.181	1.0,1.0	-0.705
244	"ENSG00000139579.12"	"NABP2"	chr12	+	56226178	56226419	56226178	56226260	56226355	56226419	244	14,10	139,220	6,21	87,72	170	75	0.0050253612347	0.0083006453079	0.043,0.02	0.03,0.114	-0.041
259	"ENSG00000108039.17"	"XPNPEP1"	chr10	-	109875527	109877867	109875527	109875599	109877789	109877867	259	75,81	94,103	507,553	43,23	2265	75	0	0.0	0.026,0.025	0.281,0.443	-0.336
260	"ENSG00000185122.10"	"HSF1"	chr8	+	144309771	144311249	144309771	144309896	144311173	144311249	260	85,45	144,105	709,660	23,48	1352	75	0	0.0	0.032,0.023	0.631,0.433	-0.505
261	"ENSG00000185122.10"	"HSF1"	chr8	+	144313845	144314054	144313845	144313911	144313984	144314054	261	2,7	153,135	21,42	104,81	148	75	6.09845507427e-13	2.41661066887e-12	0.007,0.026	0.093,0.208	-0.134
262	"ENSG00000169738.7"	"DCXR"	chr17	-	82036190	82036448	82036190	82036308	82036383	82036448	262	93,74	303,384	203,269	233,185	150	75	1.11022302463e-16	5.55275020861e-16	0.133,0.088	0.303,0.421	-0.252
263	"ENSG00000169738.7"	"DCXR"	chr17	-	82036190	82036448	82036190	82036322	82036383	82036448	263	74,54	0,0	183,200	14,0	136	75	0.00131050112163	0.00232121689993	1.0,1.0	0.878,1.0	0.061
264	"ENSG00000169738.7"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036543	82036643	264	185,157	13,3	410,456	9,0	310	75	0.00106705337616	0.00191124117375	0.775,0.927	0.917,1.0	-0.108
265	"ENSG00000169738.7"	"DCXR"	chr17	-	82036190	82036643	82036190	82036448	82036543	82036643	265	98,89	184,241	207,212	126,171	170	75	2.67563748935e-14	1.17852982021e-13	0.19,0.14	0.42,0.354	-0.222
266	"ENSG00000169738.7"	"DCXR"	chr17	-	82036190	82036763	82036190	82036448	82036720	82036763	266	321,313	1,2	385,494	0,0	347	75	0.472679765704	0.591459279414	0.986,0.971	1.0,1.0	-0.022
267	"ENSG00000169738.7"	"DCXR"	chr17	-	82036190	82036763	82036190	82036643	82036720	82036763	267	101,152	153,150	76,226	99,73	152	75	0.116932045642	0.162016004488	0.246,0.333	0.275,0.604	-0.15
268	"ENSG00000169738.7"	"DCXR"	chr17	-	82036720	82037013	82036720	82036763	82036858	82037013	268	7,19	146,121	20,9	171,102	170	75	0.814210164251	0.949865241428	0.021,0.065	0.049,0.037	0.0
269	"ENSG00000169738.7"	"DCXR"	chr17	-	82036858	82037547	82036858	82037013	82037449	82037547	269	319,284	37,32	363,404	43,43	511	75	0.925614535172	1.0	0.559,0.566	0.553,0.58	-0.004
272	"ENSG00000178904.18"	"DPY19L3"	chr19	+	32467473	32468813	32467473	32467626	32468730	32468813	272	26,16	0,4	183,238	0,11	1179	75	0.485613679184	0.605634981458	1.0,0.203	1.0,0.579	-0.188
274	"ENSG00000148297.15"	"MED22"	chr9	-	133340904	133344333	133340904	133341694	133344124	133344333	274	2886,3427	0,2	2459,2280	0,2	2505	75	1	1.0	1.0,0.981	1.0,0.972	0.004
277	"ENSG00000138074.14"	"SLC5A6"	chr2	-	27202812	27203345	27202812	27202880	27203232	27203345	277	8,3	81,74	158,105	59,56	427	75	0	0.0	0.017,0.007	0.32,0.248	-0.272
278	"ENSG00000168283.13"	"BMI1"	chr10	+	22326430	22326986	22326430	22326561	22326889	22326986	278	4,0	139,155	73,55	127,173	403	75	0	0.0	0.005,0.0	0.097,0.056	-0.074
279	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715081	30716507	30716676	279	60,16	1,0	539,1073	0,0	1501	75	1	1.0	0.75,1.0	1.0,1.0	-0.125
280	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715141	30716507	30716676	280	47,10	6,0	512,990	3,0	1441	75	0.00783481991281	0.0126579678515	0.29,1.0	0.899,1.0	-0.304
281	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715144	30716507	30716676	281	47,10	1,4	512,990	0,0	1438	75	3.0710147314e-07	7.84738807008e-07	0.71,0.115	1.0,1.0	-0.588
282	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30719078	30720915	30719078	30719225	30720810	30720915	282	21,40	8,1	38,263	14,34	1660	75	0.722827058619	0.859290392849	0.106,0.644	0.109,0.259	0.191
284	"ENSG00000058404.19"	"CAMK2B"	chr7	-	44220615	44220901	44220615	44220710	44220825	44220901	284	0,0	11,0	7,0	0,4	190	75	1	1.0	0.0,NA	1.0,0.0	-0.5
285	"ENSG00000161202.17"	"DVL3"	chr3	+	184164795	184165206	184164795	184164931	184165112	184165206	285	32,17	54,74	59,122	9,17	256	75	0	0.0	0.148,0.063	0.658,0.678	-0.563
287	"ENSG00000165359.15"	"INTS6L"	chrX	+	135569336	135573033	135569336	135569431	135572814	135573033	287	52,31	1,9	508,630	0,0	3458	75	2.40374387062e-11	8.4242664444e-11	0.53,0.07	1.0,1.0	-0.7
289	"ENSG00000165802.21"	"NSMF"	chr9	-	137452735	137453180	137452735	137452819	137453055	137453180	289	32,21	148,228	127,62	163,112	311	75	4.4408920985e-16	2.16064033904e-15	0.05,0.022	0.158,0.118	-0.102
290	"ENSG00000165802.21"	"NSMF"	chr9	-	137452735	137453820	137452735	137453180	137453730	137453820	290	20,13	153,130	168,182	78,88	625	75	0	0.0	0.015,0.012	0.205,0.199	-0.189
292	"ENSG00000272752.6"	"STAG3L5P-PVRIG2P-PILRB"	chr7	+	100352563	100352914	100352563	100352667	100352760	100352914	292	75,88	2,0	440,461	8,0	168	75	0.79561393101	0.932656164898	0.944,1.0	0.961,1.0	-0.008
293	"ENSG00000135452.9"	"TSPAN31"	chr12	+	57746175	57746720	57746175	57746256	57746588	57746720	293	49,45	60,65	131,100	27,4	407	75	4.2696349789e-08	1.17695680126e-07	0.131,0.113	0.472,0.822	-0.525
297	"ENSG00000112282.17"	"MED23"	chr6	-	131592387	131593171	131592387	131592460	131593005	131593171	297	13,10	76,66	152,178	36,42	620	75	0	0.0	0.02,0.018	0.338,0.339	-0.32
302	"ENSG00000197077.13"	"KIAA1671"	chr22	+	25174239	25177522	25174239	25174489	25177347	25177522	302	0,6	15,39	65,9	14,10	2933	75	8.6202156524e-12	3.13885994724e-11	0.0,0.004	0.106,0.022	-0.062
303	"ENSG00000100949.14"	"RABGGTA"	chr14	-	24266429	24266889	24266429	24266517	24266775	24266889	303	10,10	42,30	39,56	37,37	333	75	1.06692186419e-07	2.84848007138e-07	0.051,0.07	0.192,0.254	-0.163
304	"ENSG00000100949.14"	"RABGGTA"	chr14	-	24268109	24268420	24268109	24268198	24268368	24268420	304	21,22	35,37	43,39	22,17	245	75	7.78892102948e-06	1.77882823242e-05	0.155,0.154	0.374,0.413	-0.239
305	"ENSG00000100949.14"	"RABGGTA"	chr14	-	24268513	24268826	24268513	24268619	24268724	24268826	305	2,2	63,75	12,27	0,18	180	75	2.37855024565e-09	7.2121041377e-09	0.013,0.011	1.0,0.385	-0.68
306	"ENSG00000100949.14"	"RABGGTA"	chr14	-	24270836	24271169	24270836	24270947	24271112	24271169	306	11,6	31,45	46,17	8,10	240	75	3.08580799802e-08	8.62502383644e-08	0.1,0.04	0.642,0.347	-0.424
307	"ENSG00000100949.14"	"RABGGTA"	chr14	-	24270836	24271169	24270836	24270998	24271112	24271169	307	2,0	2,4	45,17	0,0	189	75	1.27944321804e-11	4.59301180599e-11	0.284,0.0	1.0,1.0	-0.858
309	"ENSG00000108387.14"	"SEPT4"	chr17	-	58520742	58521160	58520742	58520842	58520997	58521160	309	0,0	2,5	0,18	0,5	230	75	1	1.0	0.0,0.0	NA,0.54	-0.54
310	"ENSG00000108387.14"	"SEPT4"	chr17	-	58521735	58522101	58521735	58521853	58521966	58522101	310	6,0	3,4	0,24	0,0	188	75	1	1.0	0.444,0.0	NA,1.0	-0.778
314	"ENSG00000182400.14"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159449	39159550	314	12,11	2,0	73,141	0,4	1122	75	0.558966668027	0.686280117361	0.286,1.0	1.0,0.702	-0.208
315	"ENSG00000182400.14"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159482	39159550	315	18,15	45,54	73,155	32,17	1155	75	1.75270908898e-12	6.73325799341e-12	0.025,0.018	0.129,0.372	-0.229
326	"ENSG00000103249.17"	"CLCN7"	chr16	-	1449275	1450666	1449275	1449327	1450496	1450666	326	74,58	66,59	769,691	68,16	1244	75	5.98410210273e-14	2.56591044708e-13	0.063,0.056	0.405,0.723	-0.505
327	"ENSG00000149577.15"	"SIDT2"	chr11	+	117189334	117190025	117189334	117189401	117189951	117190025	327	0,0	22,17	5,0	44,33	625	75	1	1.0	0.0,0.0	0.013,0.0	-0.006
328	"ENSG00000107404.19"	"DVL1"	chr1	-	1339286	1339649	1339286	1339439	1339581	1339649	328	7,0	79,41	32,9	48,38	217	75	7.21969468653e-08	1.95527219151e-07	0.03,0.0	0.187,0.076	-0.117
330	"ENSG00000171962.17"	"DRC3"	chr17	+	17992764	17994418	17992764	17992911	17994298	17994418	330	22,12	2,0	45,12	0,0	1462	75	0.237781378339	0.314694294949	0.361,1.0	1.0,1.0	-0.32
335	"ENSG00000102316.16"	"MAGED2"	chrX	+	54815247	54816007	54815247	54815690	54815880	54816007	335	110,64	113,89	51,56	60,51	265	75	0.569774156546	0.697783280069	0.216,0.169	0.194,0.237	-0.023
336	"ENSG00000132475.10"	"H3F3B"	chr17	-	75778809	75779184	75778809	75778963	75779046	75779184	336	88,104	985,904	87,147	746,817	158	75	0.00932634099	0.0149467928278	0.041,0.052	0.052,0.079	-0.019
337	"ENSG00000104880.17"	"ARHGEF18"	chr19	+	7470125	7472477	7470125	7470315	7470536	7472477	337	79,72	7,1	29,26	0,0	296	75	0.000387401507834	0.000737039507341	0.741,0.948	1.0,1.0	-0.155
338	"ENSG00000125651.13"	"GTF2F1"	chr19	-	6380903	6381195	6380903	6381042	6381121	6381195	338	3,9	145,217	12,5	73,100	154	75	0.00694812187013	0.011268300798	0.01,0.02	0.074,0.024	-0.034
339	"ENSG00000125651.13"	"GTF2F1"	chr19	-	6381358	6381615	6381358	6381478	6381553	6381615	339	12,19	210,314	10,0	100,47	150	75	0.828751461221	0.964840576725	0.028,0.029	0.048,0.0	0.005
340	"ENSG00000165055.15"	"METTL2B"	chr7	+	128476728	128477173	128476728	128476875	128477081	128477173	340	25,46	36,61	34,17	29,11	281	75	0.0549531122792	0.0790096398392	0.156,0.168	0.238,0.292	-0.103
342	"ENSG00000249915.7"	"PDCD6"	chr5	+	304176	306754	304176	304221	306601	306754	342	23,12	91,76	863,935	78,49	2455	75	0	0.0	0.008,0.005	0.253,0.368	-0.304
352	"ENSG00000130158.13"	"DOCK6"	chr19	-	11202393	11202715	11202393	11202483	11202583	11202715	352	0,0	22,40	30,0	30,0	175	75	1	1.0	0.0,0.0	0.3,NA	-0.3
354	"ENSG00000106733.20"	"NMRK1"	chr9	-	75068995	75070042	75068995	75069102	75069894	75070042	354	3,4	2,4	32,46	0,25	867	75	0.0271739662615	0.0408692601524	0.115,0.08	1.0,0.137	-0.471
355	"ENSG00000140398.13"	"NEIL1"	chr15	+	75354249	75354492	75354249	75354277	75354430	75354492	355	45,48	6,0	248,330	0,9	228	75	0.100662501276	0.140852844802	0.712,1.0	1.0,0.923	-0.106
356	"ENSG00000120314.18"	"WDR55"	chr5	+	140668233	140668502	140668233	140668334	140668414	140668502	356	9,0	31,89	41,47	0,33	155	75	9.99769866894e-09	2.91435061628e-08	0.123,0.0	1.0,0.408	-0.642
357	"ENSG00000120314.18"	"WDR55"	chr5	+	140668890	140669248	140668890	140668990	140669078	140669248	357	9,4	34,40	44,48	24,27	163	75	1.57429624892e-13	6.5040268386e-13	0.109,0.044	0.458,0.45	-0.378
360	"ENSG00000166508.17"	"MCM7"	chr7	-	100099022	100099403	100099022	100099203	100099278	100099403	360	110,81	706,804	243,322	319,278	150	75	0	0.0	0.072,0.048	0.276,0.367	-0.262
361	"ENSG00000166508.17"	"MCM7"	chr7	-	100099022	100099753	100099022	100099403	100099588	100099753	361	99,91	541,547	248,216	186,257	260	75	0	0.0	0.05,0.046	0.278,0.195	-0.189
364	"ENSG00000158769.17"	"F11R"	chr1	-	161001019	161001353	161001019	161001127	161001284	161001353	364	0,0	63,60	11,0	52,18	232	75	0.00144731302086	0.00254667099422	0.0,0.0	0.064,0.0	-0.032
365	"ENSG00000134107.4"	"BHLHE40"	chr3	+	4979961	4980408	4979961	4980031	4980300	4980408	365	5,3	8,14	19,0	9,6	344	75	0.176636703148	0.238607097809	0.12,0.045	0.315,0.0	-0.075
366	"ENSG00000119723.16"	"COQ6"	chr14	+	73958146	73959078	73958146	73958277	73958970	73959078	366	89,102	17,34	482,562	3,22	768	75	1.29782851133e-11	4.65409252849e-11	0.338,0.227	0.94,0.714	-0.544
367	"ENSG00000119723.16"	"COQ6"	chr14	+	73959414	73961375	73959414	73959522	73961172	73961375	367	18,15	43,33	185,172	32,30	1725	75	0	0.0	0.018,0.019	0.201,0.2	-0.182
370	"ENSG00000130299.16"	"GTPBP3"	chr19	+	17338007	17338451	17338007	17338255	17338364	17338451	370	27,23	88,66	45,35	51,68	184	75	0.00301988165617	0.00514061057862	0.111,0.124	0.265,0.173	-0.102
371	"ENSG00000130299.16"	"GTPBP3"	chr19	+	17338953	17339266	17338953	17339026	17339122	17339266	371	15,25	178,170	163,131	200,137	171	75	0	0.0	0.036,0.061	0.263,0.295	-0.231
372	"ENSG00000128694.11"	"OSGEPL1"	chr2	-	189753915	189754345	189753915	189754064	189754140	189754345	372	4,8	6,1	15,42	1,0	151	75	8.37668720983e-05	0.000172407453119	0.249,0.799	0.882,1.0	-0.417
373	"ENSG00000128694.11"	"OSGEPL1"	chr2	-	189761419	189761660	189761419	189761525	189761646	189761660	373	32,50	0,2	36,12	0,0	196	75	0.451990766364	0.567872971725	1.0,0.905	1.0,1.0	-0.047
375	"ENSG00000009830.11"	"POMT2"	chr14	-	77278728	77279928	77278728	77278869	77279822	77279928	375	79,32	44,7	313,449	28,19	1028	75	1.90133210287e-08	5.4305498918e-08	0.116,0.25	0.449,0.633	-0.358
377	"ENSG00000063660.8"	"GPC1"	chr2	+	240463346	240464746	240463346	240463512	240464615	240464746	377	12,5	37,50	64,90	25,12	1178	75	0	0.0	0.02,0.006	0.14,0.323	-0.218
384	"ENSG00000070404.9"	"FSTL3"	chr19	+	681332	681771	681332	681560	681649	681771	384	1,0	0,1	0,0	18,4	164	75	1	1.0	1.0,0.0	0.0,0.0	0.5
385	"ENSG00000260669.2"	"AL136419.6"	chr14	-	24215551	24215797	24215551	24215662	24215736	24215797	385	24,17	19,20	2,5	14,10	149	75	0.00314018481098	0.00533470115962	0.389,0.3	0.067,0.201	0.211
387	"ENSG00000008513.14"	"ST3GAL1"	chr8	-	133475718	133476600	133475718	133476074	133476277	133476600	387	0,5	6,4	0,9	0,0	278	75	1	1.0	0.0,0.252	NA,1.0	-0.874
390	"ENSG00000163472.18"	"TMEM79"	chr1	+	156285183	156286473	156285183	156285983	156286259	156286473	390	9,12	9,5	9,39	0,0	351	75	1.32568067635e-10	4.39220641647e-10	0.176,0.339	1.0,1.0	-0.742
398	"ENSG00000157379.13"	"DHRS1"	chr14	-	24291138	24291625	24291138	24291219	24291555	24291625	398	13,6	7,14	183,109	8,0	411	75	1.11133324765e-13	4.61944640027e-13	0.253,0.073	0.807,1.0	-0.74
399	"ENSG00000157379.13"	"DHRS1"	chr14	-	24292183	24292784	24292183	24292330	24292651	24292784	399	38,23	13,14	141,140	12,17	396	75	1.29250537537e-05	2.89534845301e-05	0.356,0.237	0.69,0.609	-0.353
400	"ENSG00000146918.19"	"NCAPG2"	chr7	-	158655117	158655455	158655117	158655258	158655338	158655455	400	33,16	200,286	52,47	100,111	155	75	4.53193038652e-13	1.81490985762e-12	0.074,0.026	0.201,0.17	-0.136
401	"ENSG00000138709.17"	"LARP1B"	chr4	+	128107138	128108901	128107138	128107313	128107882	128108901	401	8,47	28,19	59,135	28,6	644	75	0.00585550108034	0.00956943294939	0.032,0.224	0.197,0.724	-0.333
404	"ENSG00000124920.13"	"MYRF"	chr11	+	61778828	61779570	61778828	61779423	61779497	61779570	404	1,0	4,0	24,10	19,0	149	75	1	1.0	0.112,NA	0.389,1.0	-0.583
405	"ENSG00000213983.11"	"AP1G2"	chr14	-	23561511	23562415	23561511	23561635	23561961	23562415	405	32,20	33,21	175,310	62,68	401	75	2.22505223468e-07	5.75935776599e-07	0.154,0.151	0.346,0.46	-0.251
406	"ENSG00000213983.11"	"AP1G2"	chr14	-	23561961	23562415	23561961	23562066	23562287	23562415	406	42,29	9,23	246,234	29,10	296	75	0.000238582982294	0.000466721087483	0.542,0.242	0.682,0.856	-0.377
407	"ENSG00000213983.11"	"AP1G2"	chr14	-	23562503	23563638	23562503	23562593	23563379	23563638	407	89,47	23,27	731,692	33,40	861	75	9.32587340685e-15	4.24539759915e-14	0.252,0.132	0.659,0.601	-0.438
408	"ENSG00000213983.11"	"AP1G2"	chr14	-	23563379	23563638	23563379	23563502	23563583	23563638	408	52,34	15,18	178,216	34,9	156	75	0.000503259958967	0.000942675576752	0.625,0.476	0.716,0.92	-0.268
409	"ENSG00000213983.11"	"AP1G2"	chr14	-	23563583	23563856	23563583	23563609	23563715	23563856	409	23,24	1,0	130,140	12,0	181	75	0.013976495077	0.0218628177252	0.905,1.0	0.818,1.0	0.043
410	"ENSG00000213983.11"	"AP1G2"	chr14	-	23563583	23563856	23563583	23563638	23563715	23563856	410	7,5	37,38	87,56	76,92	152	75	2.10489919938e-07	5.45666998557e-07	0.085,0.061	0.361,0.231	-0.223
411	"ENSG00000213983.11"	"AP1G2"	chr14	-	23563715	23564221	23563715	23563856	23564045	23564221	411	51,46	24,25	310,150	12,33	264	75	0.000102166053035	0.000208256852405	0.376,0.343	0.88,0.564	-0.362
412	"ENSG00000213983.11"	"AP1G2"	chr14	-	23565605	23566160	23565605	23565701	23565815	23566160	412	15,16	36,17	181,130	51,63	189	75	1.61781616514e-06	3.8882545625e-06	0.142,0.272	0.585,0.45	-0.31
413	"ENSG00000213983.11"	"AP1G2"	chr14	-	23565605	23566160	23565605	23565701	23566063	23566160	413	67,62	6,12	477,510	0,11	437	75	2.63455034455e-08	7.43718451379e-08	0.657,0.47	1.0,0.888	-0.38
414	"ENSG00000213983.11"	"AP1G2"	chr14	-	23565815	23566160	23565815	23565892	23566063	23566160	414	52,46	22,11	296,376	13,9	246	75	8.62354632147e-12	3.13885994724e-11	0.419,0.56	0.874,0.927	-0.411
415	"ENSG00000156873.15"	"PHKG2"	chr16	+	30751105	30751603	30751105	30751217	30751548	30751603	415	237,188	11,2	644,632	2,7	406	75	0.00253960650047	0.00437569948026	0.799,0.946	0.983,0.943	-0.09
416	"ENSG00000156873.15"	"PHKG2"	chr16	+	30751105	30751603	30751105	30751281	30751548	30751603	416	124,94	34,42	506,494	27,52	342	75	6.93830481957e-09	2.0435805002e-08	0.444,0.329	0.804,0.676	-0.353
418	"ENSG00000108671.9"	"PSMD11"	chr17	+	32479250	32480197	32479250	32479376	32480145	32480197	418	29,18	2,0	52,149	0,0	844	75	0.539608030247	0.665399008976	0.563,1.0	1.0,1.0	-0.219
421	"ENSG00000123154.11"	"WDR83"	chr19	+	12669754	12670080	12669754	12669893	12669976	12670080	421	29,38	22,29	166,83	31,13	158	75	2.5747729282e-08	7.28054026991e-08	0.385,0.383	0.718,0.752	-0.351
422	"ENSG00000165283.15"	"STOML2"	chr9	-	35100597	35101011	35100597	35100726	35100931	35101011	422	44,43	371,355	149,132	213,340	280	75	0	0.0	0.031,0.031	0.158,0.094	-0.095
424	"ENSG00000158793.13"	"NIT1"	chr1	+	161119133	161119612	161119133	161119388	161119508	161119612	424	20,14	57,68	84,77	48,47	195	75	1.07691633389e-14	4.88278754324e-14	0.119,0.073	0.402,0.387	-0.298
430	"ENSG00000136826.14"	"KLF4"	chr9	-	107487027	107488267	107487027	107487192	107487294	107488267	430	0,0	4,2	15,14	10,11	177	75	4.11528516131e-06	9.59197557159e-06	0.0,0.0	0.389,0.35	-0.369
431	"ENSG00000070778.12"	"PTPN21"	chr14	-	88469498	88470050	88469498	88469733	88469921	88470050	431	3,0	11,1	13,25	2,0	263	75	4.48299897204e-09	1.33429136801e-08	0.072,0.0	0.65,1.0	-0.789
432	"ENSG00000165609.12"	"NUDT5"	chr10	-	12170716	12170908	12170716	12170770	12170899	12170908	432	17,50	0,0	126,247	11,0	204	75	0.00298394995027	0.00508709539715	1.0,1.0	0.808,1.0	0.096
435	"ENSG00000135597.18"	"REPS1"	chr6	-	138926400	138930098	138926400	138926481	138929976	138930098	435	14,4	80,69	176,163	35,30	3570	75	0	0.0	0.004,0.001	0.096,0.102	-0.097
443	"ENSG00000051523.10"	"CYBA"	chr16	-	88646115	88646838	88646115	88646197	88646754	88646838	443	31,8	182,150	331,125	260,228	632	75	0	0.0	0.02,0.006	0.131,0.061	-0.083
444	"ENSG00000051523.10"	"CYBA"	chr16	-	88646754	88647175	88646754	88646838	88647100	88647175	444	22,8	175,154	161,38	253,118	337	75	3.33066907388e-16	1.63453066111e-15	0.027,0.011	0.124,0.067	-0.076
445	"ENSG00000166986.14"	"MARS"	chr12	+	57489018	57489345	57489018	57489109	57489266	57489345	445	11,6	108,97	10,0	83,80	232	75	0.38861787797	0.496518552892	0.032,0.02	0.037,0.0	0.008
446	"ENSG00000166986.14"	"MARS"	chr12	+	57489266	57489558	57489266	57489345	57489423	57489558	446	22,4	205,160	46,38	110,100	153	75	7.29749594086e-13	2.87164498438e-12	0.05,0.012	0.17,0.157	-0.133
448	"ENSG00000166986.14"	"MARS"	chr12	+	57512007	57512353	57512007	57512103	57512235	57512353	448	40,63	346,312	91,146	243,206	207	75	5.40267830473e-12	2.00958329933e-11	0.04,0.068	0.119,0.204	-0.107
449	"ENSG00000166986.14"	"MARS"	chr12	+	57512007	57512353	57512007	57512103	57512302	57512353	449	338,367	2,0	278,421	7,9	274	75	0.000104152146531	0.000211923720563	0.979,1.0	0.916,0.928	0.068
451	"ENSG00000166986.14"	"MARS"	chr12	+	57515919	57516337	57515919	57515991	57516244	57516337	451	102,61	532,332	626,531	185,64	328	75	0	0.0	0.042,0.04	0.436,0.655	-0.504
453	"ENSG00000166986.14"	"MARS"	chr12	+	57516244	57516655	57516244	57516337	57516434	57516655	453	85,94	343,359	124,210	267,330	172	75	1.25969810916e-07	3.3369226043e-07	0.098,0.102	0.168,0.217	-0.092
456	"ENSG00000163938.16"	"GNL3"	chr3	+	52690591	52691071	52690591	52690704	52690944	52691071	456	139,124	500,615	1195,1039	531,732	315	75	0	0.0	0.062,0.046	0.349,0.253	-0.247
462	"ENSG00000118515.11"	"SGK1"	chr6	-	134170825	134171178	134170825	134170915	134171022	134171178	462	2,0	7,11	4,0	0,0	182	75	1	1.0	0.105,0.0	1.0,NA	-0.948
463	"ENSG00000118515.11"	"SGK1"	chr6	-	134173273	134173566	134173273	134173357	134173461	134173566	463	0,3	13,2	0,0	5,3	179	75	0.243504303493	0.321766776133	0.0,0.386	0.0,0.0	0.193
464	"ENSG00000118515.11"	"SGK1"	chr6	-	134174510	134174861	134174510	134174586	134174731	134174861	464	0,8	4,0	0,0	3,0	220	75	1	1.0	0.0,1.0	0.0,NA	0.5
469	"ENSG00000075624.13"	"ACTB"	chr7	-	5527150	5527891	5527150	5527611	5527732	5527891	469	3986,4931	0,2	2306,2071	0,0	196	75	1	1.0	1.0,0.999	1.0,1.0	-0.0
470	"ENSG00000075624.13"	"ACTB"	chr7	-	5528003	5528719	5528003	5528185	5528280	5528719	470	207,276	3032,3500	137,189	1487,1218	170	75	9.46993937218e-05	0.000194085178684	0.029,0.034	0.039,0.064	-0.02
